survived,pclass,sex,age,sibsp,parch,fare,embarked_Q,embarked_S
0,3,1,-0.6076109893655364,0.6862678228747305,-0.40491012847762553,-0.7512650407623164,False,True
1,3,0,-0.20782662247943764,-0.4841366826455938,-0.40491012847762553,-0.7002649893973995,False,True
1,1,0,0.6916882030142845,0.6862678228747305,-0.40491012847762553,2.712960670469438,False,True
0,3,1,0.6916882030142845,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6599711710375328,True,False
0,1,1,2.590663945723253,-0.4841366826455938,-0.40491012847762553,2.619460576300424,False,True
1,3,0,-0.10788053075791296,-0.4841366826455938,2.1453133122849635,-0.4578598563691588,False,True
1,2,0,-1.4071797231377337,0.6862678228747305,-0.40491012847762553,0.9729749180354507,False,False
1,3,0,-2.4066406403529803,0.6862678228747305,0.8702015919036691,-0.03726432165348151,False,True
0,3,1,-0.8075031728085856,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,1.091472569900383,0.6862678228747305,5.970648473428848,1.063959009670462,False,True
0,3,0,-1.4071797231377337,-0.4841366826455938,-0.40491012847762553,-0.705614328118342,False,True
1,2,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,0,0.2919038361281857,0.6862678228747305,-0.40491012847762553,0.06095799949376567,False,True
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7531539315536095,False,False
0,2,1,0.6916882030142845,-0.4841366826455938,-0.40491012847762553,0.6654030527075941,False,True
1,2,1,0.5917421112927598,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
1,3,0,-1.307233631416209,-0.4841366826455938,-0.40491012847762553,-0.6923920925792895,True,False
1,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,1.3831815533990155,False,True
0,3,0,-2.0068562734668816,3.027076833915379,0.8702015919036691,0.2932915668228309,False,True
1,3,0,0.9915264781788584,0.6862678228747305,5.970648473428848,1.0724590182312816,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7531539315536095,False,False
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7037254373270486,True,False
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
0,1,1,1.1914186616219078,-0.4841366826455938,-0.40491012847762553,0.7954191836538886,False,False
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
0,1,1,1.3913108450649572,0.6862678228747305,-0.40491012847762553,2.6298494756525366,False,True
1,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7528365979006724,False,False
0,3,1,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,0,-1.0073953562516351,1.8566723283950548,-0.40491012847762553,0.06095799949376567,False,True
1,3,0,-1.4071797231377337,0.6862678228747305,-0.40491012847762553,-0.44966962589811144,False,False
0,3,0,1.1914186616219078,0.6862678228747305,-0.40491012847762553,-0.5831537603372203,False,True
0,2,0,-0.10788053075791296,0.6862678228747305,-0.40491012847762553,0.28762489444895134,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,False
1,2,0,-2.506586732074505,0.6862678228747305,2.1453133122849635,1.8424993493362036,False,False
1,3,0,-0.9074492645301103,-0.4841366826455938,-0.40491012847762553,-0.7037254373270486,True,False
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.007934439036388284,0.6862678228747305,-0.40491012847762553,-0.12793107963555572,True,False
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
0,3,1,-0.007934439036388284,1.8566723283950548,-0.40491012847762553,0.3389422794668055,False,False
0,3,0,-1.0073953562516351,0.6862678228747305,-0.40491012847762553,0.04584687316342002,False,True
0,3,1,-2.1068023651884062,4.197481339435703,0.8702015919036691,1.6995707609406288,False,True
0,3,1,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.7097094433538655,False,True
1,2,0,0.09201165268513639,0.6862678228747305,-0.40491012847762553,0.6654030527075941,False,True
1,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,1.3831815533990155,False,True
1,2,0,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
0,3,1,0.042038606824374054,-0.4841366826455938,-0.40491012847762553,-0.7528365979006724,False,False
1,2,0,-2.3066945486314556,0.6862678228747305,2.1453133122849635,0.7976254080981191,False,True
0,3,1,-1.7070179983023077,5.367885844956027,2.1453133122849635,2.244515754228721,False,True
0,3,1,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.7528365979006724,False,False
0,3,1,-2.4066406403529803,3.027076833915379,2.1453133122849635,0.8089587528458783,False,True
0,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,0.7954191836538886,False,False
1,3,1,-0.007934439036388284,0.6862678228747305,0.8702015919036691,-0.1471373212014252,False,False
1,2,0,0.09201165268513639,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
0,3,1,-0.9074492645301103,-0.4841366826455938,-0.40491012847762553,-0.6826378605330512,False,True
1,3,0,-1.1073414479731598,4.197481339435703,2.1453133122849635,-0.7002649893973995,False,True
0,3,1,-0.20782662247943764,1.8566723283950548,-0.40491012847762553,-0.6445427110542498,False,True
0,2,1,0.3918499278497104,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
0,3,0,-1.2072875396946843,5.367885844956027,2.1453133122849635,2.244515754228721,False,True
0,3,1,-0.20782662247943764,0.6862678228747305,-0.40491012847762553,-0.20694715921693344,False,False
1,3,1,0.3918499278497104,-0.4841366826455938,-0.40491012847762553,2.9695324844323783,False,True
0,3,1,-0.3077727142009623,-0.4841366826455938,-0.40491012847762553,-0.7210427881016249,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
1,3,0,0.19195774440666105,-0.4841366826455938,-0.40491012847762553,-0.3564868653820346,False,True
0,3,1,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.6190426853717913,False,True
1,3,1,0.09201165268513639,-0.4841366826455938,-0.40491012847762553,-0.581264869545927,False,True
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7106538887495123,True,False
0,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,2.259626880559067,False,True
1,2,0,-1.1073414479731598,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
1,3,0,0.4917960195712351,3.027076833915379,-0.40491012847762553,-0.10148660855745076,False,True
0,3,1,-1.2072875396946843,0.6862678228747305,3.420425032666258,1.2981814677908208,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.407718805922487,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,0.09201165268513639,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.8075031728085856,-0.4841366826455938,-0.40491012847762553,-0.705614328118342,False,True
0,1,1,1.791095211951056,0.6862678228747305,-0.40491012847762553,3.323072396057146,False,True
0,3,1,-0.20782662247943764,0.6862678228747305,2.1453133122849635,0.25551375099696666,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
1,2,0,0.5917421112927598,-0.4841366826455938,0.8702015919036691,0.4387361577524085,False,True
0,2,1,0.5917421112927598,0.6862678228747305,-0.40491012847762553,0.6654030527075941,False,True
0,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
0,3,1,0.4917960195712351,-0.4841366826455938,-0.40491012847762553,-0.6451698227969591,False,True
0,3,1,0.8915803864573337,1.8566723283950548,-0.40491012847762553,-0.7002649893973995,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
1,3,0,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.7210427881016249,False,True
1,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7115983341451588,False,True
0,3,1,0.9915264781788584,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
1,3,0,-0.007934439036388284,0.6862678228747305,-0.40491012847762553,0.5256251341518962,True,False
0,1,1,1.8910413036725806,-0.4841366826455938,-0.40491012847762553,2.6298494756525366,False,True
0,3,0,-1.3572066772769713,0.6862678228747305,-0.40491012847762553,-0.20694715921693344,False,False
0,3,1,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,0,-0.8075031728085856,0.6862678228747305,-0.40491012847762553,-0.5567092892591153,False,True
0,3,0,-1.1073414479731598,-0.4841366826455938,-0.40491012847762553,-0.2066373811271614,False,False
0,3,1,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.7002649893973995,False,True
0,2,1,0.09201165268513639,0.6862678228747305,-0.40491012847762553,0.28762489444895134,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,2,1,0.44182297371047274,0.6862678228747305,-0.40491012847762553,0.9729749180354507,False,False
1,2,0,0.44182297371047274,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
1,3,1,-1.607071906580783,0.6862678228747305,-0.40491012847762553,-0.44966962589811144,False,False
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
1,3,1,-0.407718805922487,-0.4841366826455938,-0.40491012847762553,-0.7594477156701985,False,True
1,3,0,-0.007934439036388284,0.6862678228747305,0.8702015919036691,0.39025210892149426,False,False
0,3,1,1.6911491202295312,-0.4841366826455938,-0.40491012847762553,-0.7720428394665417,False,True
0,3,1,0.4917960195712351,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,False
0,3,1,-0.8075031728085856,-0.4841366826455938,-0.40491012847762553,-0.766376167092662,False,True
0,3,0,1.8910413036725806,0.6862678228747305,-0.40491012847762553,-0.2034867112872843,False,True
1,2,0,0.09201165268513639,0.6862678228747305,-0.40491012847762553,0.6654030527075941,False,True
0,2,1,-0.3077727142009623,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,2,1,-0.5076648976440117,-0.4841366826455938,-0.40491012847762553,-0.16224844753177084,False,False
1,1,0,-0.9074492645301103,-0.4841366826455938,2.1453133122849635,0.6868079631545289,False,True
0,1,1,0.8915803864573337,0.6862678228747305,-0.40491012847762553,2.712960670469438,False,True
0,3,1,-1.2072875396946843,-0.4841366826455938,-0.40491012847762553,-0.6026697799928619,False,True
0,3,0,-0.007934439036388284,-0.4841366826455938,2.1453133122849635,-0.1471373212014252,False,False
1,3,0,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,False,True
1,3,0,-0.407718805922487,0.6862678228747305,-0.40491012847762553,-0.10148660855745076,False,True
0,3,1,-0.9074492645301103,-0.4841366826455938,-0.40491012847762553,-0.7890428565881806,True,False
0,2,1,-1.0073953562516351,-0.4841366826455938,-0.40491012847762553,-0.43015360624246995,False,True
0,2,1,-0.9074492645301103,0.6862678228747305,0.8702015919036691,1.4776260929636762,False,True
1,3,1,-0.10788053075791296,-0.4841366826455938,-0.40491012847762553,-0.710026777006803,False,True
0,3,0,-1.906910181745357,1.8566723283950548,2.1453133122849635,1.2981814677908208,False,True
0,2,1,0.8416073405965715,-0.4841366826455938,2.1453133122849635,0.6654030527075941,False,True
0,2,1,1.3913108450649572,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,2,1,2.290825670558679,-0.4841366826455938,-0.40491012847762553,-0.35270908379944815,False,True
0,3,1,1.2413917074826701,-0.4841366826455938,2.1453133122849635,-0.2034867112872843,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7465428137840833,False,True
0,1,1,2.290825670558679,-0.4841366826455938,0.8702015919036691,3.338500856040429,False,False
1,3,0,-1.2072875396946843,-0.4841366826455938,-0.40491012847762553,-0.7147490039850359,True,False
0,3,1,0.19195774440666105,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.6445427110542498,False,True
0,3,1,1.5912030285080065,-0.4841366826455938,0.8702015919036691,-0.08259770064451848,False,True
1,2,0,1.1914186616219078,-0.4841366826455938,-0.40491012847762553,-0.10904217172262358,False,True
0,3,1,-0.20782662247943764,-0.4841366826455938,-0.40491012847762553,-0.7115983341451588,False,True
0,3,1,-1.1073414479731598,-0.4841366826455938,-0.40491012847762553,-0.6445427110542498,False,True
1,3,1,-1.906910181745357,-0.4841366826455938,2.1453133122849635,0.2517359694143802,False,True
1,1,0,-0.007934439036388284,-0.4841366826455938,0.8702015919036691,2.8565163706077223,False,True
0,3,0,1.6911491202295312,0.6862678228747305,4.695536753047553,0.8089587528458783,False,True
0,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,0.6597363803337145,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,2.9695324844323783,False,True
0,3,1,-2.4066406403529803,4.197481339435703,0.8702015919036691,0.9015144016192459,True,False
0,3,1,-0.7075570810870611,-0.4841366826455938,-0.40491012847762553,-0.7002649893973995,False,True
0,3,1,-1.0073953562516351,0.6862678228747305,0.8702015919036691,-0.705614328118342,False,True
0,3,1,-0.007934439036388284,3.027076833915379,0.8702015919036691,0.6251092343477272,False,True
0,1,0,2.1908795788371545,-0.4841366826455938,-0.40491012847762553,0.8703477035629077,False,False
0,2,1,0.19195774440666105,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,1,0.7916342947358092,-0.4841366826455938,-0.40491012847762553,-1.2990433702373483,False,True
0,2,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.16193111387883352,False,False
0,3,1,-1.906910181745357,4.197481339435703,2.1453133122849635,1.0724590182312816,False,True
1,3,0,-2.4066406403529803,-0.4841366826455938,2.1453133122849635,0.36506941689197303,False,True
0,1,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,2.4787382123490795,False,True
1,3,0,-0.007934439036388284,0.6862678228747305,-0.40491012847762553,-0.12793107963555572,True,False
1,1,1,1.6911491202295312,-0.4841366826455938,-0.40491012847762553,0.7069586501160449,False,True
0,3,1,1.1914186616219078,0.6862678228747305,0.8702015919036691,-0.12793107963555572,True,False
0,3,1,0.7916342947358092,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
1,2,0,0.3918499278497104,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,2,1,-0.9074492645301103,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
1,3,0,-0.9074492645301103,0.6862678228747305,-0.40491012847762553,-0.705614328118342,False,True
1,2,1,-2.506586732074505,0.6862678228747305,0.8702015919036691,0.6654030527075941,False,True
1,1,0,1.5912030285080065,-0.4841366826455938,-0.40491012847762553,0.7954191836538886,False,False
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
0,3,1,1.3913108450649572,-0.4841366826455938,0.8702015919036691,-0.6640587307098913,False,True
1,3,0,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
0,2,0,-0.407718805922487,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.581264869545927,False,True
0,3,1,0.5917421112927598,-0.4841366826455938,-0.40491012847762553,-0.8082490981540501,False,True
0,3,1,1.7411221660902936,-0.4841366826455938,-0.40491012847762553,-0.7531539315536095,False,False
1,3,1,-1.0073953562516351,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,0.3918499278497104,0.6862678228747305,-0.40491012847762553,-0.10148660855745076,False,True
1,3,1,-0.20782662247943764,-0.4841366826455938,-0.40491012847762553,0.12045805941950202,False,False
1,3,0,-1.2072875396946843,-0.4841366826455938,-0.40491012847762553,-0.713487224936452,True,False
1,1,1,1.1914186616219078,-0.4841366826455938,-0.40491012847762553,1.0431812109662368,False,False
0,3,1,-0.407718805922487,-0.4841366826455938,-0.40491012847762553,-0.766376167092662,False,True
1,2,0,0.6916882030142845,-0.4841366826455938,-0.40491012847762553,0.28762489444895134,False,True
0,3,1,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.7512650407623164,False,True
0,2,1,0.19195774440666105,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,1,-0.007934439036388284,0.6862678228747305,-0.40491012847762553,-0.713487224936452,True,False
1,3,0,-0.10788053075791296,-0.4841366826455938,-0.40491012847762553,-0.7002649893973995,False,True
0,2,1,1.3913108450649572,0.6862678228747305,-0.40491012847762553,0.7409586843593227,False,True
0,2,1,0.19195774440666105,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
1,3,1,-1.2072875396946843,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,2,1,-0.10788053075791296,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,1,2.290825670558679,-0.4841366826455938,-0.40491012847762553,-0.6908205354409335,False,True
0,3,1,-0.007934439036388284,-0.4841366826455938,-0.40491012847762553,-0.7024712138416299,False,True
0,3,1,-0.6076109893655364,-0.4841366826455938,-0.40491012847762553,-0.5925982142936864,False,True
1,2,1,-0.9074492645301103,-0.4841366826455938,-0.40491012847762553,-0.5057092378941985,False,True
0,3,1,-0.7575301269478233,-0.4841366826455938,-0.40491012847762553,-0.7512650407623164,False,True
0,2,1,-1.0073953562516351,-0.4841366826455938,-0.40491012847762553,-0.3168201587648771,False,True
0,3,0,-0.007934439036388284,3.027076833915379,0.8702015919036691,0.6251092343477272,False,True
0,3,1,0.09201165268513639,-0.4841366826455938,-0.40491012847762553,-0.7115983341451588,False,True
